article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_Trove_URL,article_snippet,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"Immigrant exporteeri metalen 'mini-hoizen' BALLARAT, Vic — Toen Johannes en Anna Cop pens in 1955 per sehip in Melbourne arriveerden v«r scheen er in een van de grote dagbladen een foto yai ?.??-. ongeveer een halve paging waarop xij met hun 9 kindcren stonden. ? . - . „ Was het gexin Coppens toen nieuws, het is dit nu niet minder. . Johannes heeft nu een fabriek waar mini-huizen van cadmium platen wor den gemaakt. die naar diverse landen worden uitgevoerd. Het gezin Coppens is in Australie uitgebreld met een tiende kind, Monica, en zijn zoon Paul is nu dirigent van een orkest in Wenen. Johannes begon in Bal larat bij een steenhouwer en bleef daar 12 Jaar wer ken. In die tijd bouwde hij zijn huis in Sebasto pol, maakte muurschilde ringen, schilderde land schappen en beeldhouw de. Ongeveer 4 jaar ge leden verkocht hij zijn huis hi Sebastopol, om dat dit veel te groot was geworden toen 9 van de kinderen waren uitgevlo gen. Hij bouwde een mo derne compacte woning in Mount Clear bij Bal larat. Het eerste van zijn van cadmium platen gemaakte huisjes bouwde hij in zijn achtertuin. De platen wor den bijeengehouden met klemmen en er komen geen spijkers, bouten of schroeven aan te pas. De onderdelen worden verpakt in bouwpakket ten van 3 bij 9 bij 1 voet. Zo'n pakket kan in nood gevalfen met een para chute afgeworpen worden. Zowel het leger als de burgerlijke bescherming hebben grote belangstel ling voor deze uitvinding getoond. Toen bij zijn eerste mini-huis in zijn achter tuin gebouwd had, zag een bevriende aannemer het. Hij bestelde zo'n huisje, waarop Johan Coppens er meer bouwde. Tiental Ze werden snel als strandhuisjes verkocht. De volgende series wer den verkocht aan eige naars van caravanterrei nen in Queensland en de huisjes worden nu geex porteerd naar Zuid Afri ka, Nieuw Guinea en In donesie. Van de 10 kinderen is Annemarle, die onge trouwd is, teruggekeerd naar Nederland en woont in Amsterdam. Josi is getrouwd met een Austra Ilsche bankbediende en heeft 6 kinderen. John is uitdeuker, heeft drie kin deren en woont in Mel bourne. Victor is accountant en heeft 1 kind. De tweelin gen Peter en Paul zijn ook getrouwd. Peter is di rigent van een baroque ensemble en is thans in Wenen. Hij is getrouwd met Monika Laczofy uit Oostenrijks hoofdstad. Mark is een verkoop klerk Rosalie is getrouwd met 'een Australler en heeft drie kinderen. en Theodoor — ook getrouwd — is een meubelverkoper. Alleen de in Australie geboren Monica is nog thuis De familie Coppens is welgczien in Ballarat en 4. Johannes Coppens heeijt * veel landgenoten gehol pen hun wee te vinden in de Australische g-emeenschap.",226207860,https://api.trove.nla.gov.au/v3/newspaper/226207860,Immigrant exporteert metalen 'mini-huizen',Article,1973-04-06,6,6,https://nla.gov.au/nla.news-article226207860?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",178.22467041015625,very relevant
"Pact will cause immigrant loss JERUSALEM: An upsurge in emigration coupled with a virtual end to immigration will he the first ""practical” result of the interim agree ment with Egypt, a leader Qf the Land of Israel Move ment predicted last week. Adressing a last-minute opposition rally in. Jerusalem’s Menora Square, Professor Yair Sprinzak declared: “Let’s face the facts squarely . . . the inertia that will commence with the signing of the pact will end in the destruction of Israel as we know it and in the not-so-distant future. More and more people will start leaving the coun try, not only out of fear of physical attack but also out of disgust with our spine less stance. And as for new immigration, only fools will want to come.” Likud MK Shniuel Tamir told the crowd of about 2,500 that the issue today was not one between those who seek peace and those who do not. ""If the chance for peace were at the gates, all of us would rally behind our government. The truth is that our struggle is against our negotiating team’s Likud leader Menahem Begin addressing an anti withdrawal rally in Jerusalem. willingness to surrender Abu Rodeis and the passes without any meaningful gesture by the Egyptians. Likud Leader Menahem Begin assailed Prime Minister Rabin’s “efforts to brainwash us into believing him.” Begin insisted Israel’s army “must not budge a centimetre without peace.”",263238338,https://api.trove.nla.gov.au/v3/newspaper/263238338,Pact will cause immigrant loss,Article,1975-09-18,9,9,https://nla.gov.au/nla.news-article263238338?searchTerm=Immigrant,JERUSALEM: An upsurge in emigration coupled with a virtual end to immigration will he the first “practical”,1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",178.22467041015625,very relevant
"NEW IMMIGRANT I AND ISRAEL LAW By MICHAEL SHINE The description of Israel as a 6 4country of immigration par excellence” is reflected no less in its legal system than in any other area of its social structure. For, by a peculiar inver sion, the status of those Jews, for the purposes of determin ing Israel nationality and citizenship, already in the country, is derived from and acquired by the same formula as that applied to immi grants, and not vice versa, as might reasonably have been anticipated. This idea is the product of “Shevut"" — “Return"", an ideological concept which has been employed by the Knesset as a legal fiction. Law of Return The primary enactment governing the right to come to Israel, and providing for the status of Jews immigrat ing there, is the Law of Re turn, passed by the Knesset in 1950. This Act re-affirms the fundamental principal that eve.ry Jew has the right to come to this country as an “oleh”. Recent amending legisla tion has extended the defini tion of Jew, for the purpose of this Law, to include a person bom of a Jewish mother, or a non-Jew who be came a Jew by conversion and is not a member of another faith. The same amendment pro vides that the rights of a Jewish immigrant, pursuant to the Law of Return, as well as pursuant to any other statute, shall accrue to the children, grandchildren and spouse of a Jew, as well as the spouse of such child or grandchild, irrespective of whether such Jew is living in or emigrated to Israel him self. A person entering in Israel as an “oleh”, within the meaning of the Law of Re turn, automatically acquires Israeli citizenship. ne s However, a Jew settling in Israel need not become an “oleh” immediately but may take out a temporary resi dence visa, which is normally renewable for a period not exceeding three years. There are several categories of temporary residence, the type to be acquired by intend ing immigrants being classi fied as “A-l"", a status en titling its holders to enjoy substantially all the rights of a new immigrant. Thereafter, if he intends to reside permanently in the country, he is faced with two alternatives: he may either become an “oleh” and take out Israeli citizenship, or if he does not wish to do so, he may “opt out” and become a “permanent resident” of Israel. The act of “opting out” is a declaration that he does not desire to become an Israeli citizen, which may be made at the date upon which he is to receive his “oleh’s” cer tificate — prior to that date or within three months of that date, provided he is still then a foreign national. He may similarly waive his right so to declare by notification to the Ministry of Interior. Israeli law recognises and permits dualnationality. How ever, it is to be emphasised that the question to be ascer tained by potential new 'im migrants is whether the coun try of their current nation ality (if they are interested in retaining that nationality) similarly recognises the con cept of dual nationality. Although the conferment of Israel nationality upon the “oleh” is an award not pre ceded by any formal applica tion nor involving any oath of allegiance or other formal procedure, nevertheless some nations and legal systems still consider its acquisition an act of expatriation, resulting in revocation or deprivation of original nationality, or in the limitation or cancellation of certain rights incidental to such nationality, such as pen sion rights. NafionaBities However, the holder of a permanent residence visa will find that he is deprived of certain fundamental rights, while still incurring funda mental duties. Thus, for ex ample, he is obliged to serve the Israel Defence Forces, though he may not vote in Knesset elections (while he may vote in Municipal elections) nor may he serve in many civil ser vice or governmental posts, other than under special con tractual and other arrange ments. The main concessions granted to the “oleh” by statute are those in the spheres of direct and indirect taxation. There are five “direct” taxes from which the new immi grant or temporary resident is exempt, either wholly or par tially. In the first place, income tax: the concession, which ex tends over a period of 42 months, commencing from the “oleh's” date of entry into the country, takes the follow ing form: no income tax is levied upon income of up to IL 1,200 per month for the first 18 months, IL700 per month for the next twelve months, and IL200 per month for the 12 months thereafter. Concessions This concession is granted both to “olim” and tempor ary resident. These exemp tions are granted over and above the regular exemptions granted under law, such as children’s allowances. Thus, to benefit fully from the tax exemption, the immi grant should earn a taxable income as soon after his arrival as possible. With regard to income ac crued abroad and merely transferred to Israel, the new immigrant is exempt from in come tax on such funds dur ing a period of seven years from the date of “aliya”. The new immigrant is ex empted from capital gains tax on a capital profit realised upon the sale of an asset which he owned outside Israel prior to his “aliya”, where he has sold it within seven years from the date of that “aliya”. The new immigrant is partially exempted from pro perty and war compensation tax, which is a tax payable annually by owners of pro- j perty. Land fees An “oleh” or temporary resident does not pay land registration fees upon the purchase or long-term lease of a residential house, or apartment or business or pre mises to be used for both residential and industrial pur-1 poses, nor any other fees de-[ manded by the Land Regis-1 trar in connection with such I purchase or long-term lease, including the registration of a mortgage taken as a guaran tee for the payment of the house, apartment or business premises. This concession, which is valid for one purchase or long-term lease, as above, is granted for a period of 5 years from the date of entry into the country and may be exercised within one year of emigration to Israel. The con cession also attaches to the purchase of vacant land, with in certain “areal minima”, for the purpose of constructing an apartment or business pre mises of the kind mentioned above. The property of an oleh that is situated outside Israel at the time of his death, and was owned by him before this “aliya”, is not subject to Estate Duty in Israel. Travel fax There are two categories of indirect taxation, exemption j from which will be greatly jj welcomed by “olim”. The Knesset has created a lucrative source of revenue through its Foreign Travel Tax legislation. However, both “olim” and temporary residents are ex empt from this tax for three years from their date of entry into the country, with the proviso that temporary resi dents must either pay for their travel ticket in foreign currency or purchase their ticket abroad. The other general category is customs duty and purchase tax. The general rule is that im migrants and temporary resi dents are exempt from these duties, fully or partially, or household goods purchased for personal use and machin ery for professional employ, usually up to certain specified amounts, whether purchased in Israel or abroad for a period of three years from their date of “aliya” — with the exception of a motor-car where the privileged period is two years. These concessions may also apply to tourists who pur chase a home fn Israel and spend a part of every yeai therein, upon special applica tion to the Director of Cus toms. It should be noted that a 25% “ad valorem” C.I.F levy, and, in any event, not less than IL1 per kg. weight is payable on a car, upon the expiration of one year of the (Continued on page 11) IMMIGRANT AND LAW (Continued from page 10) purchase of the car by tem porary residents, and imme diately upon purchase of the car by “olim”. The final group of conces sions to “olim” whose source is statutory in that concerning foreign currency. Currency “Oleh” may hold and im port foreign currency for a period of ten consecutive years from the date of his “aliya”. During this period, he may transfer abroad or within Israel, to certain cate gories of persons, under cer tain conditions, any amount of such foreign currency and may withdraw it in cash only when leaving the coun try. The currency may be held in hard cash for the first six months of residence in Israel and thereafter must be de posited in an authorised bank, where it can earn in terest at a current rate of 7% per annum. The interest earned on such deposits is exempt from income tax for a period of seven years. The “oleh” is entitled, dur ing his first ten years of resi dence in the country, to con vert back into foreign cur rency an amount of Israel pounds not exceeding that amount which he has con verted from foreign currency during such period of residence in Israel. The Israel legislature has gone very far to facilitate initial immigrant absorption, in the face of a paralysing defence budget, and at the risk of fostering a degree of “discrimination” between “olim” and the rest of the populace. (By arrangement with “The Jerusalem Post”)",263123046,https://api.trove.nla.gov.au/v3/newspaper/263123046,NEW IMMIGRANT AND ISRAEL LAW,Article,1971-02-18,10,10,https://nla.gov.au/nla.news-article263123046?searchTerm=Immigrant,"The description of Israel as a “country of immigration par excellence” is reflected no less in its legal system than in any other area of its social structure. For, by a peculiar",1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",178.13571166992188,very relevant
"Immigrant Spiel is liberaal kandidaat ADELAIDE, SA — De in 1952 vanuit Nederland naar Australie geemigreerde 47-jarige paddestoelen kweker C. G. J. J. Spiel, die de voor-selectie voor de Liberate Partij kandidatuur voor de Morphett zetel verloor, werd daarna gekozen als liberaal kandidaat voor de Unley zetel. Spiel, die 7 kinderen heeft, stond tijdens de algemene federate verkiezingen van December 1975 als federaal kandidaat voor Hawker en behaalde toen een 12% 'swing' op het zittende Labor Partij parlementslid Jacobi.",225057919,https://api.trove.nla.gov.au/v3/newspaper/225057919,Immigrant Spiel is liberaal kandidaat,Article,1977-01-21,2,2,https://nla.gov.au/nla.news-article225057919?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",177.95083618164062,very relevant
Immigrant students i train for defence * A police sapper shows sabotage material to a group of 50 immigrant students who joined the Jerusalem Civil Guard. The scene is the student dormitory in the Capital’s Shmuel Hanavi quarter. r,263227021,https://api.trove.nla.gov.au/v3/newspaper/263227021,Immigrant students train for defence,Article,1975-01-23,11,11,https://nla.gov.au/nla.news-article263227021?searchTerm=Immigrant,A police sapper shows sabotage material to a group of 50 immigrant students who joined the Jerusalem Civil Guard. The scene is the student dormitory in the Capital’s Shmuel Hanavi quarter.,1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",177.52798461914062,very relevant
"Soviet immigrant is winning physicist JERUSALEM: Five years after immigrating to Israel from the Soviet Union, Dr Lazar Friedland has walked off with a top prize for his doctoral thesis in physics — written in Hebrew — at the Hebrew Uni versity of Jerusalem. HE HAS also won a fencing com petition, has represented the Hebrew University at a scientific symposium abroad, and says, “Israel has been good to me.” His teacher. Prof Felix Dothan, says the prize-winning thesis on “Ionization and Excitation of Gases in Strong Electrostatic and Laser Radiation Fields” pioneered a new theoretical approach to un derstanding the behavior of gases. It won Lazar Friedland the University’s Aharon Katzir Prize for 1976. an award given the best Ph.D. disser tation in science. About his important contribution to the field of electrical gas discharge physics, Lazar Friedland says: “I am interested in the role of electrons in electrical and laser-induced gas discharges. By using new theoretical methods to compute information about these discharges, we can an swer many open questions in this field of physics.” Prof Dothan adds, “To simplify this interesting and original topic, we can say, rather, poetically, that Lazar Friedland was playing with electrons — what we call the Monte Carlo method in mathematics. “By tracing the actions and re actions of many electrons, open to several kinds of activities (collision with a molecule or an atom, for example), one can see not only what happens to each electron, but what happens to the. gas itself. The compu ter, having enough time and patience to trace millions of electrons, brings us to some very interesting results. “If the gas is exposed to an enor mously intense electromagnetic field like that found in the focus of a laser beam, an extraordinary phenomenon happens, one that is known ex perimentally. But there are aspects of the theoretical understanding of it that Lazar Friedland was the first in the world to find out. His work was recognized by people who understand, andhe received the Katzir Prize.” After completing his master’s degree at Vilnus University in Lithuania, in 1970, Lazar wanted to. continue towards his doctorate. “Even though my grades were high, I wasn’t accepted to do my doctorate. Firstly, because the authorities knew I was a Jew. And secondly, they also knew I wanted to come to Israel.” Lazar applied for an exit visa in 1961 he received that visa in 1971. An only son, Lazar immigrated to Israel in 1971 with his mother, a pharmacist, who now also lives in Jerusalem. “I left the USSR,” Lazar went on, “without knowing for sure that I would be able to continue my studies. But as soon as I arrived I began speaking to people about my field and the possibility of further study. I was accepted to every university I applied to here in Israel.” .AFTER A THREE month ulpan in Ashdod, and a three month ulpan in Jerusalem, Lazar had mastered the Hebrew language. In fact his doc torate is written in Hebrew. “I think.” Lazar said smiling, “that learning the language was the most important factor in my rapid ad justment to life in Israel. After four months. I could read a newspaper. And once you can communicate, you’re really on your way.” Besides Hebrew, Lazar speaks English. Russian and Lithuanian. “I knew very little about Israel before I came here. I read virtually nothing. But I did listen to Israel Radio which I enjoyed much.” Upon arrival in Israel. Lazar and his mother were .taken to an ab sorption center in Ashdod and, shortly thereafter, they moved to their present apartment in Jerusalem which they found through the help of the Jewish Agency. Lazar, who has published both in Israel and the USSR, is pleased with the educational facilities here. “Everyone has helped me very much. I came not knowing Hebrew at all. and my professors, Pinhas Avivi and Felix Dothan, took me in like family. I am very grateful to them both I am satisfied here. Israel has been good to me. Everything has gone smoothly and easily. Most of my frien ds here are old friends from Lithuania, a very special place. Everyone I knew in Lithuania had a Jewish background — and almost all of my friends there decided to come on aliva. So now we are here together.” When asked his thoughts about the “typical Israeli” and the painful problem of so often being considered an outsider, Lazar said, “Israelis are a strange breed. Because they have always lived in Israel, among other Jews, they feel their Judaism less strongly than a Jew who comes from the outside. “Talking to an Israeli about anti semitism is like trying to tell someone what soup is if he has never eaten it. But I feel very comfortable here.” BESIDES HIS career as a brilliant young physicist. Lazar has quite an interesting hobby. He fences. Starting in the USSR as a child, Lazar con tinued with this sport here in Israel and he placed first throughout Israel in the Hapoel competitions. Besides fencing, Lazar enjoys swimming and tennis. Travel abroad also interests Lazar. He has been to France. England, and Holland, where he was the represen tative of the Hebrew University at a scientific symposium in 1975. “I gave a talk there, in English,” Lazar continued, “on part of my doc torate. I loved being in Europe, but Israel is my home.” Lazar has served in the Israeli ar my and fought in the Yom Kippur War. “Although war is indeed a horror, being in the army during the Yom Kippur War was a very positive ex perience for me. To really know a nation you must see it in a difficult situation. When something ex traordinary happens in Israel, the people are at their best. I’m talking about incidents such as Munich and Entebbe.” When asked about feelings of nostalgia for Lithuania. Lazar smiled. “Sure I long for the places where I lived. Lithuania was really beautiful. But I have no friends left there now. They are all here. And that changes things. I really love Jerusalem.”",263297990,https://api.trove.nla.gov.au/v3/newspaper/263297990,Soviet immigrant is winning physicist,Article,1977-01-27,13,13,https://nla.gov.au/nla.news-article263297990?searchTerm=Immigrant,"JERUSALEM: Five years after immigrating to Israel from the Soviet Union, Dr Lazar Friedland has walked off with a top prize for his doctoral thesis in physics — written in Hebrew — at the Hebrew",1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",176.45138549804688,very relevant
"Immigrant wordt- tof emigraf-ie attachee benoemd WELLINGTON, NZ -1 H. W. F. M. — 'Henk' — Knottcnbelt, die reeds in 1947 als emigrant naar Australie kwam, is be noemd tot emigratie atta chee bij Harer Majesteits a.mbassade in Wellington, de hoofdstad van Nieuw Zeeland. Hij werd in 1951 aange steld tot emigratie ambte naar- in Brisbane en ver volgens in Melbourne. In 1957 werd hij emi gratie ambtenaar te Auck land in Nieuw Zeeland, welke f unctie hij tot voor kort bekleedde en waarin hij .nu is opgevolgd door de uit Adelaide in Zuid Australie overgeplaatste Bob Duyts. . De nieuwe emigratie at tachee. die oorspronkelijk landbouw studeerde, is ge huwd en heeft 5 kinderen.",224344514,https://api.trove.nla.gov.au/v3/newspaper/224344514,Immigrant wordt tot emigratie attachee benoemd,Article,1971-03-19,2,2,https://nla.gov.au/nla.news-article224344514?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",166.88232421875,very relevant
"Immigrant bouwde grote collectie edelstenen op PERTH, WA — De uit Enschede afkomsh'ge, 69 jarige Johannes Urban, die van het verzamelen van edel stenen zijn liefhebberij maakte toen hij 10 jaar geleden yanwege zijn gezondheid gedwongen was met werken op te houden, heeft nu een van de grootste collecties Van edelgesteente in West Australie. Zijn collectie bestaat uit 6.000 verschillende soorten gepolijste edelstenen, 225 verschillende soorten rots en andere gesteente uit West Australie en~ diverse soorten uit Nederland en Engeland. 'Toen ik in 1960 gedwon gen werd om «iet werken op te houden, had ik toch iets nodig om mijn belang stelling gaande te houden en zo begon ik met het be studeren van rotsgesteente. 'Met uitzondering van Afrika heeft West Austra lie wellicht de grootste verscheidenheid van rotsen in de wereld. 'Mijn gehele collectie neenit nu ongeveer 20 me ter tafelruimte in beslag en ik heb tentoonstellingen gehbuden in scholen en voor diverse organisaties'. Johannes Urban- emi greerde in Mei 1950, naar West Australie en zijn vrouw Hendrika en doch ter Avertina volgden hem een half jaar later. Zijn dochter, nu me vrouw P. Glerum, woont naast hem in Bassehdean, een yoorstad van Perth. Ook zijn zoon Herman die in 1951 naar Australie kwam, woont daar. Johannes Urban werkte onder meer in de bouw en maakte' voor het huis, dat hij zelf bouwde, 25.000 bak stenen. Diverse baantjes bete kenden even zovele reizen in West Australie en zo kreeg hij belangstelling voor rotsgesteente en ook voor het leven en de ge schiedenis van de Aborigi nes. Hij werd een deskundi ge on. het gebied van de gewoonten van de Aborigi nes en gaf tijdens bezoeken aan Nederland in 1957 en 1963 lezingen op dit ter rein op universiteiten en voor diverse organisaties.",224345601,https://api.trove.nla.gov.au/v3/newspaper/224345601,Immigrant bouwde grote collectie edelstenen op,Article,1970-05-22,7,7,https://nla.gov.au/nla.news-article224345601?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",166.88232421875,very relevant
"'Credit Union' voor xli Nederlandse immigrant MELBOURNE, Vic — u Onder de naatn Netherlands ?v ? ? ? ?? - Credit Co-operative Limited is een 'Credit Union' Voor Nederlandse immigrdnten in Victoria gesticht. ' ~ De directie besraalr uit de volgende personen: H. Gaillard, A._Kiburg, J. Kreveld, R. Nederveen, professor' J. Smir, H. Snelleman en C. van de Toorren ? ? ... ? «. .. .? In verband met de stij gehde rente, op leningen voor gebruiksgoederen als auto's, meubelen, koelkas ten enzovoort wordteen dergelijke instelling, die niet gebaseerd is op het maken van winst, steeds aantrekkelijker. Om lid van de 'Credit Union' .te worden, moet men 5 aandeleri van elk $2,00 aanvragen.Lidmaat schap geeft het recht om — voorlopig — bedragen tot $300 te lenen tegen een tarief van 1% per maand op gereduceerde balansen — en dus niet tegen' een 'flat rate' zoals gevraagd door financieringsmaat schappijen. Wanneer er' meer geld beschikbaar is, zai het te lenen bedrag verhoogd wor den tot een maximum van $3,000. Leden worden uitgeno digd huri spaargelden te deponeren tegen een rente van 6% per jaar. De Netherlands Credit Co-Operative Limited biedt kosteloos een extra zeer aantrekkelijke en nuttige dienst aan zijn leden-leners aan. Leningen tot $2,000 behoeven _namelijk wan neer de lerier oyerlijdt niet terugbetaald te worden. Dit komt dus neer op eehH kosteloze leyensverzekering. Het is niet nodig om de grote sociale waarde van de Credit Union te bena drukken. Leden helpen el kaar. De spaarder helpt, terwijl hij 6% verdient op zijn spaargelden, een me delid die tijdelijke hulp nodig heeft. In Canada De oprichters hopen, dat de Netherlands Credit Co operative Limited even afkomstige immigranten in Australie zal kunnen doen als de Dutch Credit Union in Canada doet voor zijn leden. *? De Dutch Credit Union in Canada heeft een kapi taal van 2 miljoen dollars. Dit zal ook bereikt kunnen worden in Victoria, wan,' neer de leden van de Ne derlandse gemeenschap dit werk steunen. Het is de bedoeling om speciale bijeenkomsten te organiseren om gegadigden op de hoogte te stellen van alle bijzonderheden. Het zou worden' gewaar deerd, wanneer de diverse Nederlandse Verenigingen in Victoria een van nun bestuursleden zouden wil Ien afvaardigen naar een bijeenkomst die in de na bije toekomst zal worden gehouden, aldus de directie van de -Netherlands Credit Co-Operative Limited.",224352232,https://api.trove.nla.gov.au/v3/newspaper/224352232,"""Credit Union"" voor de Nederlandse immigrant",Article,1970-06-12,4,4,https://nla.gov.au/nla.news-article224352232?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",166.88232421875,very relevant
"Draai een plaatje Idee van immigrant MELBOURNE, Vic — Spoedig zal men in Sydney eh - Melbourne, en ook in de andere hoofdsteden in Australie, . kunnen opbellen voor een 'Aboriginal' sprookje, zoals men dat nu al kan doen als men wil weten wat de tijd is, wat voor weer het is of wat de cricket stand is. De 45-jarige uit Nederland afkomstige George Keizer, die in Juni 1971 de 'dial-a-disc service' in Mel bourne begon en in November 1971 ook in Sydney, is namelijk van plan in Maart van dit jaar zijn bedrijf uit te breiden met een 'dial-a-fairy-tale'. ' Hij heeft ook nog plan nen voor verdere uitbrei ding met een 'dial-your- horoscope'. 'dial-a-gard- ening-hint' en 'dial-a- language'. Sinds de 'draai-een- plaatje' service van Geor ge Keizer in Juni van het vorig jaar in Melbourne begon, heeft deze dienst reeds 1,75 miljoen aan vragen ontvangen. Van Maandag tot Vrij dag wordt tussen 6 uur 'savonds en 8 uur 'smor gens een liedje gespeeld en gedurende het weekeinde alle 24 uren van de dag. Elke week wordt een an der lied gebracht. De PMG ontvangt 4,75 cent per telefoontje en George Keizer ontvangt geld van de 30 seconden durende advertentie die voor elke plaat gebracht wordt Hij is van plan voor elk sprookje een advertentie van kortere duur in te lassen. George Keizer is van plan binnenkort zijn 'draai-een-plaatje' uit te breiden naar de hoofdste den van alle staten en ook naar Newcastle, Wo lion - gong en Geelong. Hij wil dan per week 19 verschil lende populaire liedjes brengen. , Eenzaatn 'Op het ogenblik is de dienst nog niet winstge vend', zo vertelt George. 'Ik ontvang maar -onge- . veer $200 per week van advertenties en moet dfcar van het personeel en. an- dere onkosten betalen. Maar de adverteerders be ginnen zich te realiseren, dat zij op doeltreffende wijze een grote markt kunnen bereiken via 'dial- a-disc'. . ? Hij schat dat hij — wan- neer zijn dienst eenmaal in -- alle grote Australische ste- . den is ingevoerd ' — per ? week ongeveer een miljoen telefoontjes zal ontvangen. Dat zal zijn advertentie opbrengst vergroten en de PMG een bedrag van ? S 475.000 per week opleve ren. De sprookjes zullen elke avond wisselen en zullen allemaal gebaseerd zijn op Aboriginal folklore. Er wordt thans het nodige onderzoek voor verricht en zij zullen worden gescWre ven voor een duur van drie minuten. George Keizer, die 20 jaar geleden naar Austra lie kwam. kreeg het Idee voor 'dial-a-disc' op een moment, dat hij zich erg eenzaam voelde. 'Ik dacht: ik wou dat ik iemand kon bellen die een Nederlandse plaat bezat en hem kon vragen deze voor mij via de telefoon te spe len', aldus George Keizer. 'Ik moest echter nog lange tijd wachten voordat de wet gewijzigd werd en advertenties via de tele- - foon toegestaan werden'. .",226205932,https://api.trove.nla.gov.au/v3/newspaper/226205932,Draai een plaatje Idee van immigrant,Article,1972-01-14,6,6,https://nla.gov.au/nla.news-article226205932?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",166.88232421875,very relevant
"etails of mmigrantl screening not clear LONDON, Monday (4AP). - Australian immigration officials in London were unable yesterday to spell out ""improved procedures"" aimed at preventing the free flow of crim inals between Britain and Australia.. : Britain's Home Office denied a report from Can ' berra that the procedures would ) include making Scotland Yard criminal 'files available to the Australian immigration of fice. : The Immigration Minis ter, Mr Grassby, announc ed on January 19, at the end of a two-week visit to Britain, that the improved procedures had been agreed on. Under the old proce dures, he said, drug traffi ckers, ""standover mer chants' and other long term cirminals had been able to enter and re-enter Australia, Report ""a lot of nonsense"" From Canberra, the London Sunday Times re ported that under the new screening procedure the Home Office would make personal details about would-be immigrants - almost certainly criminal records - available to Australia House. But Government sources described the suggestion that criminal files might be opened to Australian Officials as ""a lot of non sense"". They noted that Mr Grassby had made no ref erence to such a possibility in his statements during his visit to Britain",110758948,https://api.trove.nla.gov.au/v3/newspaper/110758948,Details of immigrant screening not clear,Article,1974-01-29,9,9,https://nla.gov.au/nla.news-article110758948?searchTerm=Immigrant,"LONDON, Monday (AAP). — Australian immigration officials in London were unable",11,The Canberra Times (ACT : 1926 - 1995),166.75888061523438,very relevant
"Mixed marriage children j : f -full immigrant rights jj Mr. Shimon Feres made his parliamentary debut last week, as (provisional) Minister of Immigrant Absorption. He assured Mr. Uri Avneri (Ha’olam Hazeh) that immigrants who were the offspring of Jewish fathers and non-Jewish mothers enjoyed the same rights as any other immigrants. Also at question time. Labour Minister Yosef Almogi announced that 12,236 workers from the. West Bank and 3838 from Gaza were employed in Israel on December1 last year, and were earning Israeli standard level wages. The job situation in the West Bank was better than befoiye the Six-Day War, he said. In Gaza, local residents wei'e doing as well in employment opportunities as before thW war, while refugees were doing far better. On the same date, in Gaza, the Employment Bureaux registered 10,495 unemployed and on relief work. (JP)",263164911,https://api.trove.nla.gov.au/v3/newspaper/263164911,Mixed marriage children -full immigrant rights,Article,1970-01-22,10,10,https://nla.gov.au/nla.news-article263164911?searchTerm=Immigrant,"Mr. Shimon Peres made his parliamentary debut last week, as (provisional) Minister of Immigrant Absorption. He assured Mr. Uri Avneri (Ha’olam Hazeh) that immigrants who were the offspring of Jewish fathers and non-Jewish",1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",166.2112579345703,very relevant
