article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_edition,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"PROHIBITED.  IMMIGRANT.   At  the  City  Court  yesterday,  before  Messrs  Panton,  [?]  P.M.,  C.  J.  Cook,  R.  C??rry  ,  S.  Lancashire,  T.  K.  Rennet,  [?]  and  T.  Verga,  J.P.’s,  a  bearded  Mohammedan   priest,  Furyand  Ali  Khan,  was  charged  with  being  a  prohibited  immigrant.  The  accused  who  was  stated  to  be  a  native  of  the  Punjaub,  was  defended  by  Mr.  O’Heare.  On  his  application  the   case  was  adjourned  for  a  week.  Bail  was  fixed  at   £?0.  ————————   Shelbourne  frauds  Spoil  Atemiidru  picture  See  Hlurtmtliini  it,  ""has  -AiaHullllan,""  excursion),  AJS;  ii  27.",10631385,https://api.trove.nla.gov.au/v3/newspaper/10631385,PROHIBITED IMMIGRANT.,Article,1907-04-26,8,8,"At the City Court yesterday, before Messrs. Panton, P.M., C. J. Cook, R. Cherry, S. Lancashire, T. K. Bennet, and T. Verga, J.P.'s, a bearded Mohammedan prie[?], Furyand All Khan, was charged",https://nla.gov.au/nla.news-article10631385?searchTerm=Immigrant,,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",236.00157165527344,very relevant
"TIIK  IMMIGRANT   (By  M.  A.  Kelly).   To  anyone  uniicquniut.-d  with  the  detailx  of  Aimtralian  progiv:  -  the-  ,-.  -  .ull.i  aeliitved  by  immiirratidii  may  ii|i|u-iu-  --i»ii«-\-.  hat  i.:  marliable.  Tlml  th.-  Ooniim.nuTi.lth  pliiyu   n  very  sinnil  part,  in  tlui  nmvcninu  ..i  iu«  w.-i-hr«populali(m,ai!lati™at  tlu-  i,tat.,-itic.,  available  affonl...  ample  P«».f.  Dnrinn  |b--  ciKlit  vc;irs  of  uiir  hiKlory  n«  »  l''i-di-nitioii  -Uio  a.mmonw.-alth  La^  ,:..li..-d  only  -0.000  people  hy  iitiiiiiBrntU.il,  and  tho  popiilalion  during  'that  period  lias  hei-n  niainly  ?«?  oniiled  from  Ihe  natural  ineiva.'.e,  whic  In  itself  is  regrettably  Mimll.  Year  by  year  Imndivds  nf  tlioiiHands  of  men,  women  nnd  ehildrcn  arc  leaving  ho  «h-ire3  «r  Great  Britain,  animated  by  t»e  doslro  of  escaping  from  economic  cviIb  which  hnvo  mndo  cxiSlctK-o  lnloiornblc,  and  -,f  rcachin«  'the  frce  oil-  of  countries  whore  oonditionH  arc  better  rfmpod1  to  the  wo  faro  of  tho  masses  of  the  pooplo.  If  a  these  native  born  KngHsh,  IrMi,  and  Scotch  found  thoir  destination  in  ,coun  trlea  onjoying  British  ru1o;,tho  movomonti  from  an  ,  Imperial  standpoint,  might  ^o  viewed  wlthctinnnimlty,  but  wo  find  that  over  two-tldrds.'pf  thotn  settle  in  foroign  ?obuntrles;  and,  .  of  i  tho  rpmiiindor,  only  tho'  niqrosl'trleklo  roaohc'  Australia.  ;  .  ;  Tlio  'catisea  which  hnvo  militated  ngalimt  Aiwtraila  receiving  her  duo  nlihro  of  tlio  sur'pbu  population  of  Great  Britain  nro  not.  far  'to  ^eolt.  Tho  ,  long  duraHon  nnd  oxpenso  of  ilio  voyngo  hnvo  been  Iho  great.   ost  obstnolo  in  tho  way  or  inducing  immi  gmtlon,  and  this  handienp  hns  been  materi  ally  enhnncod  by  tho  Ignorance  which  pro  vnlls  abroad  In  regard  to  otirollnmto  nnd  economic  condlHonsi  Our  Jnconnplcuoim'  position  In  tiho  immlgmtlon  market  is  al«o  directly  'Iraocnblo:  to  the  mlsreprcwsntiitlon  of  Austmllan  nffnih-s  indnlgetl  in  by  tho  British  press,  ofton  Inwplred  by  persons  who  havo  thomdolves  resided  bore,  It  is  to.  bo  rogrotlod  that  during  tho  pant  eight  ycam  the  Fodnmi  Government  linn  done  notlilng  of  n  pnictlcnl  nnturo  to  In-.  ttncQ  .immigrants  of  n  suitable  olnsa  to  conic,  'here.  and  share  wHh  ns  itho  i-osponiilnlllty  ,  of  .defence  Our  infant  nation  hns  ntnrtlod  ?thii  world  by  olonohlng  Us  chubby  fists  and!  doctoring  Mint  nono  bill  tho  white  races;  shall  onter  our  gatos,  yot  our  lcglslatow  .havo  beon  content  to  rely  upon  a  paltry:  four  millions  of  people  to  .enforce  that  edict,  Thn  Rtntes  have,  however,  not  boon  Idle.  J&vriy.  Jn''100B  tho  present  N.S.W..  Govorninent'cmimrkcd  on  n  bold  nnd  vigor  oimi  cnmpnlgn  of  advertising  tho  country's,  rosouraen  in  those  ;  fiolds  whoro  tho  most  suitable  otemonts  nf  population  might  bu;  seoured.  Tho  provnlllng  ignoranoo  of  Alls-,  trallira  nfTnlrswn*  gmdimlly  dWpated  by  means  of  nowspnpor  nt-llclos  pamphlotn,  bioginiih  lectures  nnd  ovory  known  avonuo  of  advertising,  '  T3io  torrent  of  mlBropro-;  nonUtlon  won  ?  foifrlwwly  mot  nnd  obeoked,  by  Colonial  roprcscntntlve.'i  nt  those  con  Iron  of  '-population  whoro  Itfl  effeotw  had  been  most  felt,  Having  nwiikencd  In  tho  minds  of  tho  British  n'ffrlculturlst  nn  nollyo   and  Intfllilgont  interest  In  thu  fnollltlos  offornd  by  the  Stale  to  tho  sobor,  thrifty,  nfid  Industrious  Immlgmnl,  the  Govorn  mont  noxt  grappled  with  the.  most  potonfc,  oiwlnolo  In  tho  way—  the  co.it  of  the  pas  Mgo.  Tho  sympathies  of  Iho  gront  trans  portation  companies  worn  enlisted  and,  by  iiiraiin  of  shipping  rehntcw,  nnd  sub  sidies  granted  by  Mm  Slate,  -ho  IowokI  fnro  In  N.S.W,  was  reduced  from  £10  to  £0  (tho  mmn  ns  Cnnndn)  In  tlm  onsen  of  fann  laborers  nnd  domestic  sorvnnts,  with  a  further  reduction  to  £11  In  tho  ensen  of  wivaH.nml  fnmlllps  of  ngrloultural  workew  domiciled  in  tho  Stale  Tho  romilUt  'wltloli  hnvo  boon  nohlovejl  by  tho  newlyestabllsh  ed  imlloy  of  Blnto-nldud  immlgnillon  have  renllscd  the  highest  amUclpatlniiA  that  noitld  ho  oxpected  of  It;  During  Iho  period  of  Its  operation'  thn  Still  n  bus  gn'ncd  by  Iminlgrnllon  from  ovbrnen  countrlen  eon  nldorably  inoro  thnn  nil  tho  other  Stntisi  put,  tog'olhor,  That  thn  mow  polloy  Wh  Instlflnd  Its  orwillon  Js  shown  by.  tlio  .fail  hut  itlio  other  Slat™  linyn  Initiated  n  sln|l  lai'  Moliomo  with  ltiorwi«lngly  snllsfnoloty  iwulls,  Tlio  happiest  feature  of  the  movn  mont  In  tiio'fiiot  Mint  oonpldornbly  moijo  Mmn  half  of  Mm  'pontonn  nomlimlcd  for  nmlntcd  pnssnges  hnvu  come  out  In  re  spoimo  to  tho  roprouontntlonH  of  rooontly  arrived  Immigrants  who  hnvo  ronllnod  their  expectations  of  the  oountry  to  mioli  nn  ox-'  tout  us  to  urge  tholr  fiionds  nnd;rolatlvon  ut  homo  to  join  'thorn  herd,  ,  OotiinlnlntH  In  rounril  to  tho  Influence   of  Immigration  on  .the  labor  already,  horo  nro.  not  wanting.  No  misgivings  nbed  ho  (iitoi-lalnod  on  Mils  scorn,  hiiwovor,  a*  tho  nwlMoil  pnwnfrDx  nro  rmtrloli-il  to  bonn  lido  farm  Inborors  nnd  dnmnntlc  xoi'vnnts,  nnd  porsoiiH  for  whom  omploymonl,  hn«  Iwon  guanmtoed  upon  nrrlvnl  by  .Miami  uomluntlnK  thorn,  Tho  chnrnotnr  nnd  gone  ml  quaiincntloiis  of  tho.  ImmlgmnU  thus  Inlrodiincd  nro  certified  lei  by  tho  pnstorn  IIhIs  nnd  farmers  with  whom  Mm  now  i-omnrs  nro  plnond  upon  nn-lvnii  nnd  tli«  nnrn  nxorolscd  In  neinatlnn  by  tlio  State  ofllcnrs  In  Gnsnt  Britain  Is  vouched  for  by  Mid  '  Hoard'  of  Trade  olllolnis  In  London,  who  havo  affirmed  Mint  iho  amMod  Iminl  Ki-nnU  roIiir  to  Now  SputJi  Wales  uro  KUpnrlnr  to  any  ntlinnt  lonvliig  Mm  shnroB  of  Gvi-at  Britain,",109784877,https://api.trove.nla.gov.au/v3/newspaper/109784877,THE IMMIGRANT.,Article,1909-11-29,4,4,"To anyone unacquainted with the details of Australian p[?], the [?] achieved by immigration may appear somewhat remarkable. That the Commonwealth plays",https://nla.gov.au/nla.news-article109784877?searchTerm=Immigrant,,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",236.00157165527344,very relevant
"ProMbite  d~  Immigrant.   Government  Befases  to  Prosecute.   The  fir*t  proceedings  under  the  Alien  Im  migration  Restriction  Act  since  the  Eeid  Government  came  into  power  (says  he  Melbourne  fi  Age"")  present  a  very  peculiar  aspect.  Oa  7th  July  last  a  coloured  ""socman  of  the  P.  and  O.  Company's  steamer  Egypt  deserted  in  Sydney,  and  the  company  was-  fined  for  having  allowed  an  unde  sirable  immigrant  to  land  in  the  Com  monwealth-'  The  company  found  the  man  in  Gippsiand  and  desired  to  deport  him,  out  it  transpired  in  the  Melbourne  City  Court  that  the  Federal  Government  had  declined  to  take  action,  and""that  ""Mr.  Atlee  Hunt.  Secretary  to  the  Department  of  External  Affairs,  when  approached  by  the  Victorian  police  about  prosecuting  the  m5n;  had  declared  that  ho  *'  would  not  have  anything  to  do  with  it.""   Toe  man  in  question,""  Furozie  Fatbay  Mahomed,  a  .Punjab  native,  was  charged  at  the  City  Court  with  having  deserted  from  the  British  ship  Egypt  at  Sydney  on  7th  July.  Mr.  Gordon.  Stewart  appearea  on  behalf  o:  the  P.  and  O.  Company.   -  Snblnspector  Ward  prod  need  the  following  telegram  from  the  *  Inspector-general  of  Police,  Sydney:?—•  .   ""P.  and  O.  decline  take  action;  desertion  cannot  be  proved.  No  other  charge  against   him.""  -   He  asked  that  accused  be  discharged.   Mr.  Gordon  Stewart:  Before  you  do  that  I  want  to  placo  the  facts  of  the  case  before  the  court.  This  man  deserted  from  the  ebip  the  last  time  she  arrived  at  Sydney,  and  the  P.  and  O.  Company  was  fined  for  having  allowed  him  to  land  in  the  Common  wealth.  The  man  was  arrested  and  charged  with  being  a  deserter.  The  desertion  can  not  be  proved,  because  the  ship  hss  gone  away.  I  am  surprised  to  hear  that  the  Crown  declines  to'take  action  against  the  I  man,  and  is  prepared.  to  let  him  go.  I   would  ask  for  a  remand  to  see  if  I  can  take  some  steps  to  have  him  Rent  away.  As  far  as  X  can  see  at  present  it  is  only  the  Crown   can  do  it.   Mr.  Panton,  P.M.:  Did  yon  see  this  tele  cram?  -------   Hr.  Stewart:  Tee.  It  ie  correct.  ,   cannot  proceed  on  -th'e:  charge  of  -  desertion^   because  there  Is  no  one  here  who  trai  on  board  the  Egypt.  .  Wecannot  provedetsty  tfou,*but  we'can  prove-*  that  he-is*  Veto   hibhed  immigrant/and  we  have  been  fined  „  for  him.  We  are  also  willing  to  deport  hhs  by  the  steamer  Himalaya.""  I  am  instructed  that  the  moral  effect  of  so  doing  would  be  very  beneficial.   Hr.  Panton:  There  is  no  one  to  prosecute   him.   SIr%Stewart:  There  is  aa  application  2bi  a  remand  on  my  part.   Sobinspector  Ward:  I  cannot  understand  ir.  lash  for  his  discbarge.  .  ^   .  Hr.  Stewart:.  I  wouldlike  to  nave  an  op  portunity  of  placing  myself  incommnhica*  tion  with  tbe  federal  authorities,  and  putting   the  facts  before  them.   Subinspcctor  Ward:  The  federal  authori*  ties  have  ""been,  interviewed,  and  will  not  take  any  action.  Hr.  Hunt  has  been  consulted,  and  he  says  he  will  not  have  anything  to  dc   with  it.   Hr.-Panton,  P.M.:  There  is  something  behind  this  I  cannot  understand.  Are  we  going  to  keep  this  man  here  ?   Sobinspector  -Ward:  This  man  was  in  this  country  for  15  years,  and  went  home  three  years  ago.  He  came  ont  by  tbe  Egypt,   deserted  her  at  Sydney,  walked  to  Gipps*.  land,  and  went  to  work  at  a  place  where  ""he  is  well  known.  He  can  apeak  good  English.   Hr.  Stewart:  We  were  prosecuted  for  having  allowed  a  prohibited  immigrant  to  land,  and  wcro  fined.  We  took  steps  to  discover  him,  and  succeeded.  Now  the""   Grown  for  some  .reason  or  other  prosecutes  .  him  as  a  deserter,  and  not  as  a  prohibited  immigrant.   Hr.  Panton:  They  decline  to  go  on.   Mr.  Stewart:  1  would  like  to  find  out  the   reason.   Hr.  Panton:  It  appears  that  the  P.  and  O.  Company  does  not  desire  to  prosecute  him  as  a  deserter.  ~  -   Hr./Stewart:  We  have  no  evidence  hers  that  he  is  a  deserter,  bnt  we  can  prove  that  he  is  a  prohibited  immigrant.  •  ,   Hr.  Panton:  What  would  you  cfb  with  him  ?  «  •  -j.  :  ■  •  ;  -1  .   Mr.fjtewart:  Deport  him.  -  1  .  Hr.  Panton:  How  mucbrhas  the,comp*ny  paid  through  his  desertion?..  .  :  ..   Hr.  Stewart:  Altogether  the  expenses   have  been  about  £20.  I  do  not  know   whether  the  police  will  tell  me  the  fine  will   he  refunded.   Hr.  Panton  (to  accused):  Do  you  want  to  he  remanded  ?  ,   Accused:  No,  sir.  '   '  Hr.  Panron:  Get  along.  Go  away*  .   The  man  then  left  the  court.",181114509,https://api.trove.nla.gov.au/v3/newspaper/181114509,Prohibited Immigrant.,Article,1904-09-30,15,15,Government Befases to Prosecute. The firt proceedings under the Alien Immigration Restriction Act since the Eeid Government came into power (says he,https://nla.gov.au/nla.news-article181114509?searchTerm=Immigrant,,891,"The Week (Brisbane, Qld. : 1876 - 1934)",236.00157165527344,very relevant
"PROHIBITED  IMMIGRANT.   There  was  on  'the  French.'  n/ailboit,  which  arrived  at  the  Semaphore'  anchorage  on  Friday,  a  Chinese,  Hing  Yen,  \rho  had  been  prohibited  from  landing  at  Fre   jnantle.  len  produced  a  certificate,  which  was  said  to  describe  himself,  but.  on  ?  ex  amination  it.  was  found  to  be  inaccurate.  Thcri*  was  a  difference  between  his  height  and  that  of  the  man  described,1  also  in  the.  hand  prints.-  As  the  certificate  was  made  out  in  Sydney,  the  matter  will  be'  settled  there  upon  the  arrival  of  thc'Nera.  '",56722677,https://api.trove.nla.gov.au/v3/newspaper/56722677,PROHIBITED IMMIGRANT.,Article,1909-08-07,8,8,"There was on the French mailboat, which arrived at the Semaphore' anchorage on Friday, a Chinese, Hing Yen, who had been prohibited from landing at",https://nla.gov.au/nla.news-article56722677?searchTerm=Immigrant,,89,"The Register (Adelaide, SA : 1901 - 1929)",236.00157165527344,very relevant
"PROHIBITED  WMIUItAXT.   ÜiismOiürllhTftii^^   Mug  a  prohibited  Itniiiigninl.  ""Zephyr""  was  at-.  a?  rills  b)  Mr.  O'Leary,  for  arrears  for  Messrs  sturt.  at  3  Maori,  Lad  the  right  shoulder  like  Munrl  beaten  when  its  attainment  that  that  he  was  a   UoluumnisUu  and  Mr,  l'iluliard,  the  Inliiureitr,'  proiiiHiiunl  Illili  lo  is'  a  liar  lie  the  Afghanistan,   ""Zephyr""  will  Mumer  Charlie,  who  were  IkhIi  wins  in  the  Koran,  gave  varying  atalriiHtila  as  to  the  latter's  AiirfntlUn  1  x|«-sli-nnx.  and  the  case  was  adjourned  for  a  week  to  those)  of  Inquiries  filling  made  as  (to  whether  this  outboard  had  lured  ¡loinTullisl  In  Auatmlla  print  in  this  passing  on  their     a  CV   I  Randall   One  Hour  ¡llatic-Manai»  writes   I  «u«>»«l»iA''rrt»i'i  tVia^ióS"".«  ""itself  ttäiLM'«",9671957,https://api.trove.nla.gov.au/v3/newspaper/9671957,PROHIBITED IMMIGRANT.,Article,1906-11-15,4,4,"""He speak half-and-[?],"" [?] ""Zephyr,"" a wit. [?] in the [?]y Court yr[?]lay. referring to Murder Charlie a Punj[?], who was charged with being a prohibited [?] ""Zephyr"" was",https://nla.gov.au/nla.news-article9671957?searchTerm=Immigrant,,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",236.00157165527344,very relevant
"PROHIBITED  IMMIGRANT,   MELBOURNE,  Thursday.  —  John  Ronald,  mas  ter  of  the  steamer  Vlttoria,  was  charged  at  the  City.  .Court  to-day  with  permitting  Ah  Ling,  a  prohibited  Immigrant,  to  enter  the  Common  wealth.  Refendant  was  fined  £100,  which  was  immediately  paid.   Joseph  Hourigan  was  found  guilty  at  the  Cen  tral  Criminal  Court,  Darlinghurst,  of  having  on.  December  .5,  at  Enfield,  .  indecently,  assaulted  Amelia  Susan  Hockley.  He  was  remanded  un  til  Friday  for^eentence.  A  continental  concert  'was  given  at  Clifton  Gardens  'on  Wednesday  evening,  but  jawing  to  the  inclement  weather  ?  the  attendance  was  emalL  The  N.S.W.  Military  Band,  under  the  baton  of  Xaeutenant  Bentley,  pjayed  several  se  lections.  Songs  were  also  rendered  by  Miss  Burch-Leeder,  and  Messrs.  Lason  and  Heron.  'Big  Ben,'  the  largest  steamer  used»by  tne  Metropolitan  Fire  Brigade,  is  at  present  laid  up,  having  been  sent  to  the  Clyde  Engineering  Works  tc  be  fitted  wIUi  a  new  boiler.  This  en  jgine  vias  imported  in  February,  1890,  and,  Ms  done  continuous  duty  since.  It  will  be  ready  -  ta  take  its  place  in  tne  fire-fighting  line  next  week.  Mr,  W.  H-  Hoskings,  of  Mowbray-road,  Chats  -WOO&,  -who  -was  seized  with  an  apoplectic  tit  on  Wednesday  afternoon  on  tne  City  Bowling  Green,  tfied  in  Nurse-  M'Gahey's  private  hos  pital,  at  night.  Mr.  Hoskings  was  managing  director  of  Messrs.  GarSIner  and  Company,  Lim  ited,  York-street.  :  The  undermentioned  officiating  '  Ministers'  tiave  been  Tegistered  tor  tbe  celebration  of  Jnafc  rlageE:—  Rev.  F.  jr.  'Drake  Church  of  England,  Armidale;  Bey.  W-,3ffi.  Martyn,  Church  »t  Eng  land,*  Forest-road,  Arncllffe*  'Elder  ~-^Sff^~S'.  Haworth  Reorganised  Church  Of  Jesus  ^DhfiBt'  oilAtter  Day  Saints,  «29  Darling-stree£  -*Bo-  ;  aelief  Rev.  X  W.  Mansfield,  Presbyterian  Church,  Oobar;  Rev.  John  Griffiths,  Presb'y  tei*aa  Church,  Deniliquin.",114222728,https://api.trove.nla.gov.au/v3/newspaper/114222728,PROHIBITED IMMIGRANT.,Article,1906-03-22,3,3,"MELBOURNE, Thursday.—John Ronald, master of the steamer Vittoria, was charged at the City Court to-day with permitting Ah Ling, a prohibited immigrant, to enter the",https://nla.gov.au/nla.news-article114222728?searchTerm=Immigrant,,508,"Evening News (Sydney, NSW : 1869 - 1931)",235.9601287841797,very relevant
"PROHIBITED  IMMIGRANT.   One  of  tho  Chinese  crow  of  Uio  ship  Cape   Breton  loft  tho  vesuel  between  the  time  of   arrival  and  departure  of  the  boat  in  Jimuiiry  last.  Ho  is  a  prohibited  immigrant,  and  cannot  be  found,  Tho  master  ""of  tho  ship  was  fined  £100  in  tho  District  Court  to-day,  because  of  the  lauding  of  tho  mail.",114879034,https://api.trove.nla.gov.au/v3/newspaper/114879034,PROHIBITED IMMIGRANT.,Article,1909-02-26,2,2,"One of the Chinese crew of the ship Cape Breton left the vessel between the time of arrival and departure of the boat in January last. He is a prohibited immigrant, and",https://nla.gov.au/nla.news-article114879034?searchTerm=Immigrant,,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",235.9601287841797,very relevant
"X  Immigrant  Labourers.   T  The  arrival  ol  a  batch  o!  working  men  ""v  from  southward  in  Queensland,  in.search  ]•':  of  work,  has  raised  two  or  three  ques   tions,  beside  that  of  finding  work  lor  |  .these  men.  It  seems  that  they  came  on  -  their  own  account,'  that  no  one  -■  sent  them,  or  sent  .  for  them.   Then,  why  did  they  leave'  their  former  place  of  residence?  We  must  V  assume  that  they  found  themselves  in  a   wilderness,  and  that  they  matched  to  -  Queensland  as  a  land  of  promise.  IVhat   Is  the  matter  with  industries  down  south?  Is  there  no  ■  employment  -  in  Victoria,  or  ""  in  New  South  Wales  ?  Federal  and  State  '  money,  in  millions  ,  is  being  spent  down   that  way.  Even  il  most  ol  it  is  being  spent  in  official  life,  there  should  be  in  dustrial  employment,  for  someone  mnst  grow  or  produce  the  food  for  .  this  great  official  army,  all  ot  whose  members'  also  must  be  well  clothed.  Occasionally  some  :■  of  the  Ministers  arc  arrayed,lite  Solo   mon  in  all  his'glory.  Perhaps  nil  ot  the  land  in  victoria  has  been  taken  up  by  '  persons  Who  can  do  their  own  work   thereon.  As  to  trades,  in  Melbourne  1  '  itsrli,  they  must  be  suffering  not  a  little  '  in  spite  ot  protection.  Melbourne  is.  he   romiag  tlie  i^feat  port  for  oversea  trade.   In  the  circumstances  it  is  very  likely-,  that  local  industries  arc  somewhat  dis  .  couraged,""  so  that'a  good  many  workers  .-  must  go  elsewhere  for  employment.  Diir   :  ing  the  past  few  -  months  so  much  has  """"  been,  said  about  the  resources  and  pros  '""^iects  '  of  Queensland,  that  individuals  '  ""  at  a  distance,  have  been  captivated.  So   far  back  in  time  as  Fcbruarv  in  last  year,  our  Premier  in  office  closed  his  political  ^  manifesto  in  the  words-of  agrcat  orator,   toy  assuring  his  Hearers  and  readers  that  :  under  his  administration  ol  public  affairs  ■  HVis'conntry  would  enter  on  a  period  oi  '  'prosperity  the  like  ot  which  never  before   Itad  been  witnessed  in  our  history.  From  ■  .thai  time  to  this,  as  occasion  offered.  Mr.  >,  5viitstonbas  told  mankind  in  general,  and   'Australia  in  particular,  that  Queensland  is  in  sooth  too  promised  land.  Therefore  we  should  not  be  surprised  if  at  least  a  few  ""  persons  'have  suffered  an  elevation  of   ""their  hopes  and  expectations,  to  be  wo  ?%juli;v  disappointed  on  their  coming  to  this   ^'rerthrr,  it  may  he  inquired  as  to  how  '  these  wild  and  exaggerated  statements  fit  ""  jn  with  what  seriously  is  taken  to   a  he  toe  immigration  policy  oi  the  present]   Government.  In  his  Kockbampton  nmm  lasto  Mr.  Kidston  promised  what'ee  called  a  ""bold  Immigration  policy.  What  jr.  the  meaning  ot  the  term  ""bold  in  that  ;  expression?  As  it  may  serve  the  pur   poses  of  two  very  different  classes  01  in  dividuals,  a  bold  immigration  may  signify  the  introduction  of  wage  earners,  or  _it  mav  signlty  the  introduction  of  men  with   some  capital  to  settle  on  thc  land.  ^  No   ___  0»  opeiuuoulhed  indlvidu  :  ;  crvidE'  the  immigration   ol  millions  oi  persons  into  this  country  hns  ever  suggested  whence  must  come  She  capital  for.  .their  employment.  4£.ien  reduced  to  a  practical  form,  the  emelovee  implies  the  employer.  The  latter   MiUl^  his  pocket  ;  the  former   lias  cwital  in  his  sinews.  But  if  we  -nnloyer  is  not  here,  what  shall  we  do  nvilh  toe  wage  earner?  Heacc  it  tallows  itot  totrodueuon  of   implies  the  presence  ot  persons  »   mil  against  which  the  Soc^st  pohto   -  ciaa  is  always  using  the  best  woius.  »*«e  exhausts  his  vocabulary  m  denouncing   capital  and  therefore  in  denounong  cm   .  ployers.  His  hand  is  agamst  them,  sd   Ibough,  too  frequently,  be  would  gladly  put  Ks  hand  in  tWr  pocrets,  and  take  out  their  money  to  tain  himself  into  the  hated  capitalist-  Let  us  say  if  we   '  willing  to  bring  into  this  country  x  num   ber  of  men  mid  womenwhoreoM^cap.tai   -  is  their  sinews.  If  we  say  ye*,  wen   also  must  we  say  who  is  to  tod  workt""  itluun.  On  the  statements  made  we  now  .  i,ave  in  our  midst  a  small  coutmEtnt  ""  ^»wge  earners  for  whom  no  employment   can  se  found.  And.  by  tbe  wsy  why  should  the  department  exert  itscll  to  find  employment  for  there  strangers,  mean  while  to  house  and  to  feed  them,  when  unemployed  men  previously  jnourmifct  have  to  house  and  tb™  selves  if  they  can,  or.  to  do  the  other  -  .thing  T  This  brings  us  to  another  question.   •If  this  ""bold""  immigration  policy  is  to  favour  toe  incoming  of  men  with  a  smau  1  amount  oi  capital,  the  question  is,  how  J   are  we  to  get  hold  ot  men  of  that  class  1  If  they  are  In  southern  ^States,,  why.  do  they  not  come  here  ?  Because  they  are  well  enough  off  where  they  are.  If  they   in  European  countries,  why  do  they  hot  come  here?  Because  they  fear   that  they  could  not  better  themselves.  The  business  of  seltine  up  a  ""bold""  im  migration  policy  appears1  to  be  merely  hustings  talk.  Politicians  of  one  party  ob  ject  to  bringing  in  the  mere  wage  earner.  Whyishould  be  come  when  there  are  many  such  on  the  spot  seeking  for  employment  ?  This  same-;  politician  objects  to  bringing  in  men  who  have  a  little  capital.  *  He  dubs  such  persons  as  belonging'to  the  fat  man  party.  We  have  no  immigration  policy.  The  very  best  plan  on  which  per-'   sons  can  come  into  this  couhtrr  is  that,  whereby  they  may  be  introduced  by  friends  j  who  will  help  therm  to  employment,  or  ;  will  help  them  to  settlement,  as  the  case   may  be.  At  the  same  time,  instead  ot  |   housing  and  feeding  strangers  till  they,  get   work,  why  not  send  them'back  whence  they-came,  if  really  there  Is  no  employ  ment  for  them  here  ?  t",181441710,https://api.trove.nla.gov.au/v3/newspaper/181441710,Immigrant Labourers.,Article,1908-06-05,19,19,"The arrival of a batch of working men from from southward in Queensland, in search of work, has raised two or three questions, beside that of finding work for",https://nla.gov.au/nla.news-article181441710?searchTerm=Immigrant,,891,"The Week (Brisbane, Qld. : 1876 - 1934)",235.9601287841797,very relevant
"PROHIBITED  IMMIGRANT.   Tho  local  Indian  residents  havo  decided  to  tako  action  in  connection  with  tho  deportation  of  Mool  chand  on  Iho  Oroulcs  last  week.  A  .si,  in  he  sent,  to  Chand  at  Colombo,  asking   him  to  return,  so  that  tho  question  of  tho  legal  ity  of  tho  Collector  of  Cusl  oms'  action  may  ha  fought  out.  It  is  claimed  that  Chand  is  a  blgb-  l5'-oducated  British  subject,  a  nntlvo  of  Lahore,  who  can  speak  English  and  French,  and  was  en  gaged  in  tho  railway  service  in  India,  and  sus-  sequontly  in  Uganda  In  a  clerical  capacity,  often  entering  tlie  civil  service  In  British  North  Bor  neo.",237675135,https://api.trove.nla.gov.au/v3/newspaper/237675135,PROHIBITED IMMIGRANT.,Article,1905-08-03,6,6,"The local Indian residents have decided to take action in connection with the deportation of Mool chand on the Orontes last week. A .[?] will he sent, to Chand at Colombo, asking",https://nla.gov.au/nla.news-article237675135?searchTerm=Immigrant,,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",235.9601287841797,very relevant
"1  PROHIBITED  IMMI  .  GRANT.   At  the  Fremantle  Police  Court  this  morning,  before  Messrs.  R.  Fairbairn,  R.M.,  and  G.  C.  Knight,  J.P.,  Ah  Fong  was  charged  with  being  a  prohibited  immi  ?  grant.  Mr.  Durstan,  who  appeared  for  the  defence,  pointed  out  that  the  accused  had  previously  been  before  the  court  on  a  '  similar  charge,  and  the  case  was  dismissed.  He  contended  that  a  man  could  not  be  tried   twice  for  the  same  offence.  Sergeant  Dun  can,  who  prosecuted,  said  that  the  accused  had  only  been  discharged  in  order  to  en  able  ^him  to  comply  with  the  Act..  The  magistrates  sentenced  the  accused  to  three  months'  imprisonment.  He  said  that  he  took  it  that  the  man  would  be  sent  back  to  Singapore  before  the  expiration  of  the  sentence.  Mr.  Durstan  thought  that  would  be  a  very  good  way,  but  said  that,  in  the  meantime,  the  matter  would  ,be  tested.",81007198,https://api.trove.nla.gov.au/v3/newspaper/81007198,PROHIBITED IMMIGRANT.,Article,1901-02-26,3,3,"At the Fremantle Police Court this morning, before Messrs. It. Fairbairn, R.M., and G. C. Knight, J.P., Ah Fong was charged with being a prohibited",https://nla.gov.au/nla.news-article81007198?searchTerm=Immigrant,,275,"The Daily News (Perth, WA : 1882 - 1955)",235.9601287841797,very relevant
