article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"Aboriginal  Axehead   Mr.  Ron  Sadler  of  the  Banksias  Service  Station  and  Caravan  Park  has  been  lent  an  aboriginal  axehead  to  add  to  his  collection  of  native  artifacts.  The  axehead  was  ploughed  up  in  North  Queensland  and   still  bears  the  mark  where  the  plough  struck  it.  Mr.  Sadler  said  he  thinks  the  axehead  is  very  old,  probably  of  the  pre-  flint  era.  It  appears  to  have  been  hewn  out  of  granite,  and  is  a  very  good  specimen.",260493186,https://api.trove.nla.gov.au/v3/newspaper/260493186,Aboriginal Axehead,Article,1971-06-10,12,12,Mr. Ron Sadler of the Banksias Service Station and Caravan Park has been lent an aboriginal axehead to add to his collection of native artifacts. The axehead was ploughed up in North Queensland and,https://nla.gov.au/nla.news-article260493186?searchTerm=aboriginal,1675,Noosa News (Qld. : 1968 - 1974),211.9042510986328,very relevant
"Aboriginal   housing   Sir,  —The  article  by  Jack  Water  ford  (The  Canberra  Times,  Octobcr  4)  on  the  Aboriginal  housing  pro  grams  of  the  Catholic  Church  docs  not  make  clear  my  Government's  policy  on  Aboriginal  housing.   !  would  be  the  first  to  con   gratulate  the  Church  on  the  valu  able  contribution  they  have  made  to  housing  Aboriginal  people  at  Bath  urst  Island  and  Port  Keats.  I  would  also,  however,  draw  to  your  atten  tion  my  Government's  policy  in  Aboriginal  housing  which  is  a  policy  of  self-management  and  self-suffi   ciency.   Clearly,  the  Catholic  Church,  being  a  non-Aboriginal  organisa  tion,  is  not  eligible  for  loans  or  grants-in-aid  and  I  am  not  therefore  in  a  position  to  approve  the  diversion  of  any  funds  to  the  Church  on  this  basis.  In  fact  a  considerable  number  of  houses  have  been  built  at  Bath  urst  and  Port  Keats  through  their  own  Aboriginal  organisations.   You  should  also  be  aware  that  there  was  a  meeting  of  the  full  community  and  council  of  Port  Keats  on  September  15  where  it  was  decided  to  discontinue  construction  of  conventional  brick  houses  in  favour  of  the  log  homes  developed  by  the  Catholic  Church.  I  under  stand  also  that  this  decision  was  fully  supported  by  the  Catholic  mis   sions.   Far  from  the  Government  ex  pressing  any  frustration  the  valuable   work  of  the  Church  is  being  recog  nised  and  J  congratulate  the  com  munity  on  its  decision  to  switch  to  the  log  homes  which  will  be  funded  by  my  Government  under  its  conti  nuing  programs.   R.  J.  V1NER  Minister  for  Aboriginal  Affairs  Canberra.",110871324,https://api.trove.nla.gov.au/v3/newspaper/110871324,Aboriginal housing,Article,1977-10-12,2,2,"Sir,—The article by Jack Waterford (The Canberra Times, October 4) on the Aboriginal housing programs of the Catholic Church does",https://nla.gov.au/nla.news-article110871324?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.8868408203125,very relevant
"Aboriginal  assistance   SYDNEY,  Wednesday.  —  A  $75,000  home  for  24  disadvantaged  Aboriginal  children  will  be  opened  on  on  a  640-acre  property  at  Brewarrina  on  Saturday.  The  Bothcar  Aboriginal  children's  home  is  the  first  with  government  financial  backing  to  be  run  entirely  by  Aborigines.",131822190,https://api.trove.nla.gov.au/v3/newspaper/131822190,Aboriginal assistance,Article,1976-06-10,1,1,"SYDNEY, Wednesday. — A $75,000 home for 24 disadvantaged Aboriginal children will be opened on",https://nla.gov.au/nla.news-article131822190?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.8868408203125,very relevant
"?   Pastor  Doug  Nicholls,  the  aboriginal  community  leader,  has  been  knighted  by  the  Queen  in  her  Birthday  Honors.   2  He  is  the  first  aboriginal  ever  created  a  knight.  Pastor  Nicholls,  67,  received  the  KBE  for  ""distinguished  services  to  the  advancement  of  the  aboriginal  people"".  ""This  is  a  tremendous  thing,""  Sir  Douglas  Nicholls  said  in  Melbourne  on  learning  of  his  honor.  ""It's  something  for  all  the  aboriginals,  not  just  fov  me.""  Sir  Douglas  is  public  relations  officer  for  the  Aboriginal  Advancement  League.  Among  the  20  new  Australian  Knights  are  the  Anglican  Primate  of  Australia,  Dr  Frank  Woods,  and  the  Minister  for  National  Development,  Mr  Swartz.  Both  become  Knight  Commanders  of  the  Order  of  the  British  Empire.  Also  knighted  were  Australian  parliamentarians  Mr  Charles  Court,  chosen  Leader  of  the  West  Australian  Liberal  Opposition  on  Frida,y,  and  Mr  A.  R.  Fletcher,  Minister  for  Education  and  Cultural  Activities  for  Queensland.  Victorian  parliamentarians  who  received  knighthoods  were  Mr  G.  O.  Reid,  Victoria's  Attorney-General,  and  Mr  G.  L.  Chandler,  Government  Leader  in  the  Victorian  Legislative  Council.",250296447,https://api.trove.nla.gov.au/v3/newspaper/250296447,Aboriginal Knighted,Article,1972-06-05,7,7,"Pastor Doug Nicholls, the aboriginal community leader, has been knighted by the Queen in her Birthday Honors. He is the first",https://nla.gov.au/nla.news-article250296447?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),211.8868408203125,very relevant
"visitors   Two  aboriginal  Australians  from  the  Department  of  Public  Health  in  Darwin  will  visit  Madang:  next  month.  They  are  Mr  Ronnie  Lindsay  and  Mr  Bert  Munar,  who  will  take  a  first-hand  look  at  paramedical  services  during  their  two-week  stay.  They  will  .be  accommodated  at  the  Para-  Medical  Training  College  in  Madang  and  will  visit  both  urban  and  rural  areas.  They  will  inspect  the  Infant  Welfare  'Town  Clinic  and  the  Sisiak  Aid  Post,  which,  is  to  be  raised  to  Urban  Health  Centre  standard  in  the  near  future.  /",250384401,https://api.trove.nla.gov.au/v3/newspaper/250384401,Aboriginal visitors,Article,1974-10-15,8,8,Two aboriginal Australians from the Department of Public Health in Darwin will,https://nla.gov.au/nla.news-article250384401?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),211.8868408203125,very relevant
"Aboriginal  products   :  An  insight1  into  our  Abor  igines  through  their  arts  and  crafts..  .  .  ■  ■  ...   .  Tills  Sunday,  December  20,  a  display  of  Aboriginal  pro   ducts  will  open  at  the  Doug:  Nlcholls  Centre  from  10  In  the  morning  until  10  at  night   The  .  products  include  a  variety  of  art  work,'  in  water;  colour  and  painting  on  tftrk  and  velvet  :  J.._.  .  1  '  ,   .  Craftsmen  showing  their  work  include  Lin  Onus,  Kevin  Williams  and  others  from  metropolitan  and,  country   P  a  i  n  t  i  n  g  s,  boomerangs,  coffee  tables  and  other  goods  will  be  on  sale.  /  \   .  The  centre  is  located  at  the;  comer  of  Ross  and  Cunning  ham  Streets  in  Northcote.  .",262493643,https://api.trove.nla.gov.au/v3/newspaper/262493643,Aboriginal products,Article,1970-12-18,2,2,"An insight into our Aborigines through their arts and crafts... This Sunday, December 20,",https://nla.gov.au/nla.news-article262493643?searchTerm=aboriginal,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",211.8868408203125,very relevant
"Aboriginal   welfare   Sir.  -  Now  that  the  initial  and  final  furores  focusing  on  the  Wyndham  Aboriginal  population  have  both  been  added  to  his-  tory,  it  might  be  worth-  while  to  give  a  quieter  account  than  the  spate  of  turbulent  official  bicker-  ing,  and  Ministerial  denial  that  accounted  for  the  majority  of  action  in-   volved.   Firstly  the  term  ""sub-  nutrition""  would  be  more  accurate  than  ""starvation"".  The  latter  word  has  con-  notations  of  Biafran  ribs,  whereas  the  actual  fact  is  that  most  of  these  kids  do  get  some  form  of  nutrition,  but  exist  on  a  diet  that  is  usually  so  insubstantial  that  they  are  usually,  but  not  always,  hungry.  A  common  diet  is  tea.  and  bread  and  a  succession  of  meals  can  run  to  tea  alone.   Some  Press  statements  quoted  local  reports  of  this  being  due  to  the  ""Abori-  ginal  mentality"",  a  wording  that  gives  inference  to  doubting  the  Aboriginal  intelligence.  The  disorgan-  isation  of  family  and  com-  munity  life  is  almost  a  permanent  feature  of  the  reserve  and  associate  dwellers,  and  such  people  had  little  chance  of  gaining  an  insight  into  the  organis-  ing  of  a  daily  routine  that  incorporates  budgeting  and  making  the  best  use  of  facilities  available.   So  instead  of  referring  to  the  people's  ""mentality""   as  a  cause,  it  would  be  nearer  the  truth  to  say  that  the  present  incident  is  the  usual,  and  that  it  stems  from  a  process  of  historical  factors  involving  white-  black  relationship  and  the  destruction  of  a  black  culture  and  organisation  by  the  white  population.  This  destruction  has  caused  a  void  to  appear,  and  the  Aborigines  live  within  it.  They  have  now  no  system  of  their  own,  and  they  have  not  been  given  the  chance  to  learn  the  white  system  that  has  been  im-  posed  upon  them.  They  are  continually  up  against  the  attitude  that  ""something  should  be  done  about  the  blackfellow""  while  very  few  actually  make  the  at-  tempt  to  do  anything  for   them.   The  effects  of  sub-  nutrition  are  plentiful  and  fairly  permanent.  Both  the  State  and  convent  school  have  incidents  of  Aborigi-  nal  children  just  not  coping  with  the  day's  school  work,  and  teachers  have  stated  that  a  fidgety  child  in  class  could  very  well  mean  a  hungry  child.  Conse-  quently  a  practice  has  developed  whereby  canned  milk  and  some  meals  are  given  to  these  children  at  the  commencement  of  the  day.  It  has  had  a  signifi-   cant  effect.   But  of  more  significance  is  the  permanent  effect  that  sub-nutrition  has  upon  the  overall  physical  and  mental  development  of  a  child.  He  or  she  is  not  going  to  die  through  lack  of  food,  but  at  the  same  time  due  to  the  in-  sufficiency  of  it,  he  or  she  is  just  not  going  to  ""make  it""  in  the  context  of  white  ideals.   This  letter  cannot  even  pretend  to  scratch  at  the  problem,  or  to  present  its  complexities,  but  when  Western  Australia's  Minis-  ter  for  Native  Welfare,  Mr  Lewis,  claims  that  there  is  ""no  evidence""'  that  Aborigines  were  after  food,  he  could  be  correct.  There  is  a  high  probability  that  the  children  were  looking  in  the  bins  for  soft  drink  bottles  so  as  to  trade  them  in  for  money.   But  when  Mr  Lewis  con-  tinues  on  to  say  that  there  was  ""no  reason""  to  believe  that  the  children  were  hungry,  he  may  have  been  able  to  select  just  that  moment  when  the  ones  concerned  were  not.  How  ever  this  does  not  account  for  the  previous  day  when  they  were  hungry,  and  the  days  to  come  when  they  will  be  hungry  again.   Native  Welfare  Depart-  ment  policy  states  that  it  prefers  Aborigines  to  have  responsibility.  But  at  the  same  time  Native  Welfare  neglects  the  fact  that  these  people  require  an  incred-  ible  amount  of  specific  help  in  all  fields  to  gain  even  the  confidence  re-   quired  to  attain  responsi  bility  for  themselves,  their  family  and  their  own  society,  be  it  the  white  or  the  black.   The  fact  to  remember  in  relation  to  the  Wynd-  ham  incident  is  that  this  is  no  rarity,  it  is  a  per-  sistent  occurrence  and  is  related  to  numerous  areas  throughout  Australia,  now.   JUSTIN  MALONEY  Camberwell,  Victoria.",110452713,https://api.trove.nla.gov.au/v3/newspaper/110452713,Aboriginal welfare,Article,1971-02-02,10,10,Sir.—Now that the initial and final furores focusing on the Wyndham Aboriginal population have,https://nla.gov.au/nla.news-article110452713?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.80596923828125,very relevant
"Aboriginal  assimilation   Sir,  -  The  time  has  come  when  the  Government  of  Austra  lia  must  make  drastic  changes  to  some  of  Australia's  laws  which  relate  to  the  assimilation  of  the  Australian  Aboriginal.   I  am  an  Aboriginal  and  I  do  not  want  to  be  assimilated  into  one  white-Australian  society  be  cause  it  is  impossible  for  me  to  change  the  colour  of  my  skin.   Because  I  am  well  dressed  and  clean  shaven  and  carry  a  brief  case,  many  white  people  say  to  me  ""what  part  of  America  do  you  come  from?""  and  ""how  do  you  like  this  country?""  That  to  me  just  goes  to  show  the  racist  apathy  other  black  visitors  face  when  they  are  in  Australia,  But  when  I  say,  ""I  like  this  country,  because  my  ancestors  owned  it,  and  they  were  robbed"",  this  is  then  followed  by  ""Oh!""   It  seems  to  me  that  while  Australians  are  not  willing  to  accept  that  Aborigines  can  make  it  and  be  on  par  with  the  so  called  articulate  white.  Not  only  that,  they  do  not  think  that  we  have  curly  hair  and  when  grown  long  it  looks  like  the  Afro  American  style.   Another  apathetic  and  racist  statement  which  again  is  used  by  many  whites  is  ""one  of  my  best  friends  is  black  /  or  Aboriginal"".  This  statement,  to  many  white  Australians,  is  used  to  justify  them  in  not  being  a  racist.  But  then  often  you  will  find  that  a  person  making  this  statement  is  then  often  you  will  find  that  a  person  making  this  statement  is  the  most  racist  of  them  all.   Because  these  are  the  general  attitudes  of  white  Australians  how  can  the  white  members  of  Parliament  say  and  be  otherwise,  after  all,  the  voters  are  white  and  it  is  compulsory  for  whites  to  vote  but  it  is  not  for  Abori  gines.  Not  only  that,  we  Abori  gines  only  make  up  1%  of  the  total  Australian  population  so  there  is  no  great  danger  of  us  blacks  putting  in  the  government   we  want.   If  I  were  a  white  Parlia  mentarian,  I  would  give  the  Aborigines  all  the  houses  they  wanted  in  the  white  communities  and  would  give  them  free  school  ing  and  would  indoctrinate  them  into  the  capitalistic  system  and  in  five  to  10  generatons  time  we  would  have  nobody  talking  about  land  rights  and  compensation,  in  stead  we  would  have  a  choco  late-coloured  Australian  society.   I  thought  Hitler  was  bad  and  many  people  say  how  barbaric  he  was  but  at  least  he  made  it  clear  and  had  the  guts  to  say  that  he  wanted  a  pure-white   world.   Australia,  however,  is  just  about  on  equal  par  with  Hitler  in  the  subtlety  in  assimilating  the  black  Australians  into  one  Australian  society  which  even  tually  will  be  all  white  with  the  exception  of  a  few  throw-backs.   To  see  racial  genocide  at  its  best  read  the  Australian  laws  on  assimilation  of  Aborgines,  it  puts  Hitler  to  shame.   MICHAEL  ANDERSON  Canberra.",110762835,https://api.trove.nla.gov.au/v3/newspaper/110762835,Aboriginal assimilation,Article,1974-02-23,2,2,"Sir, — The time has come when the Government of Australia must make drastic changes to some of Australia's laws which",https://nla.gov.au/nla.news-article110762835?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.80596923828125,very relevant
"Aboriginal  acquitted   ADELAIDE,  Tuesday.  —  Mr  Harry  Gibson,  a  full  -  blood  Aboriginal,  was  acquitted  of  murder  and  manslaughter  in  Adel  aide  Supreme  Court  today.   Mr  Gibson,  19,  of  the  Pitjantjatjara  tribe  was  charged  with  having  mur  dered  another  member  of  the  tri'be,  Mr  George  Stew  art,  45,  on  August  10  at  Yalata  Aboriginal  Reserve,   on  Eyre  Peninsula.   It  was  alleged  that  Mr  Gibson  hit  Mr  Stewart  on  the  head  after  Mr  Stew  art  had  divulged  secret  tribal  manhood  rites  to  him.",131692161,https://api.trove.nla.gov.au/v3/newspaper/131692161,Aboriginal acquitted,Article,1973-11-14,7,7,"ADELAIDE, Tuesday. — Mr Harry Gibson, a full - blood Aboriginal, was acquitted of murder",https://nla.gov.au/nla.news-article131692161?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.80596923828125,very relevant
"Aboriginal   health   Sir,—As  a  nursing  sister  on  &nbsp;  &nbsp;  leave  from  a  remote  area  in the  north  of  South  Australia  I  would  like  to  congratulate  A.  Doobov  on  the  letter  written  regarding  Aboriginal  health  (The  Can-  berra  Times,  October  6).   Having  worked  among  the  Aboriginal  people  for  the  past  three  years  I  am  only  too  aware  of  their  conditions  and  treatment.  It  is  certainly  high  time  major  changes  were  made.   M.  A.  DAU  Hackett.",102009540,https://api.trove.nla.gov.au/v3/newspaper/102009540,Aboriginal health,Article,1972-10-19,2,2,"Sir, — As a nursing sister on leave from a remote area in the north of South Australia I would like to congratulate A. Doobov",https://nla.gov.au/nla.news-article102009540?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.7697296142578,very relevant
"Aboriginal   rights   Sir,  —  There  are  many  good  rea  sons  why  Aboriginal  Australians  are  once  again  demonstrating  in  Can  berra,  this  time  in  tents  ont  Capital  Hill.  One  good  reason  is  because  the  proportion  of  the  Federal  Budget  spent  on  Aboriginal  recovery  has:  fallen  steadily  since  1974/75,  when  it  reached  a  record  0.9  per  cent.  Last  year,  1978/79,  it  was  only  0.57  per   cent.   This  means  that  in  four  yeau-s  the  proportion  has  fallen  by  one-third,,  which  shows  that  Australians  have  allowed  their  Government  to  care  very  much  less  about  Aboriginal  recovery.  Aboriginal  expectations  have  been  bitterly  disappointed.   So  the  reality  within  Australia  is  different  to  this  week's  Lusaka  dec-  laration  on  racism,  sponsored  strong-  ly  by  Australia,  which  said,  ""Special  .  attention  should  be  paid  to  the  prob-   lems  of  indigenous  minorities"".   Hence  the  Aboriginal  demand  for  compensation  to  a  dispossessed  people,  in  some  form  which  will  free  them  from  the  arbitrary  decisions  of  government  and  give  them,  as  a'   right,  an  agreed,  fixed  share  of  some  fund  which  represents  Australia's   annual  income.   Land  is,  of  course,  another  right  which  needs  to  be  met  throughout  Australia  in  a  final  settlement,  as  the  people  on  Capital  Hill  will,  explain.   Thev  npprl  ennnnrt   STEWART  HARRIS  Cook.",110574255,https://api.trove.nla.gov.au/v3/newspaper/110574255,Aboriginal rights,Article,1979-08-12,2,2,"Sir,—There are many good reasons why Aboriginal Australians are once again demonstrating in Canberra, this time in tents on Capital",https://nla.gov.au/nla.news-article110574255?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.7697296142578,very relevant
"Aboriginal  education   Aboriginal  students  were  tending  to  stay  longer  at  school  and  numbers;  at  tempting  matriculation  were  increasing,  >  a  parlia   mentary  committee  was   told  in  Canberra  yester  day.   The  Department  ■  of  Education,  in  a  written  sub  mission  to  the  House  of  Representatives  Standing  Committee  on  Aboriginal  Affairs,  said  a  further  encouraging  sign  was  that  Aboriginal  students  who  left  school  early  were  tending  in   increasing  numbers  to  undertake  further  studies  after  leaving  school.   'A  written  submission  from  the  Department  of  Health  said  no  meaningful  consid  eration  of  Aboriginal  health  was  possible  unless  the  di   rect-impact  of  problems  in  cluding  housing,  alcohol  and  lack  of'  employment,  were  fully  realised.  •",110655825,https://api.trove.nla.gov.au/v3/newspaper/110655825,Aboriginal education,Article,1975-08-30,9,9,Aboriginal students were tending to stay longer at school and numbers at tempting matriculation,https://nla.gov.au/nla.news-article110655825?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.7697296142578,very relevant
"I   Aboriginal  control   The  Central  Australian  Aborigines  Congress  sup  ported  yesterday  a  call  by  Mr  Charles  Perkins  to  abolish  the  Department  of  Aboriginal  Affairs  and  re  place  it  with  a  statutory  commission  controlled:  and  operated  by  Aborig   ines.   Tl\c  congress  said  that  in  the  department's  present  form  it  had  ""failed  to  effect  ively  implement  the  well-in  tentioned  Aboriginal  policies  of  the  Labor  Government"".   Several  Aborigines  re  mained  yesterday  in  a  tent  next  to  a  corrugated  iron  luiinpy  outside  Parliament  House  after  100  Aborigines  held  a  demonstration  on  the  steps  of  the  House  011  Wednesday.   The  Department  of  Abori  ginal  Affairs  in  the  MLC  Tower,  Woden,  was  busy  yes  terday  after  about  25  Aboro  ginal  women  had  occupied  (he  16th  floor  for  seven  hours,  also  on  Wednesday.",110785977,https://api.trove.nla.gov.au/v3/newspaper/110785977,Aboriginal control,Article,1974-11-01,15,15,The Central Australian Aborigines Congress supported yesterday a call by Mr Charles Perkins to,https://nla.gov.au/nla.news-article110785977?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.7697296142578,very relevant
"Aboriginal   !  problem   I  SYDNEY,  Sunday.  —   A  Townsville  policeman  had  said  the  way  to  solve  the'Aboriginal  problem  was  ""to  line  them  up  against  a  wall  and  shoot  them"",  -  a  ^  Seriateinquiry  was  '  told  .  jn   Sydney-yesterday.  .  Miss   C.:  B'rockj  a  Towmville  officer  of  the  Aboriginal  and  Torres  Strait  Islanders   legal  service  said  that  none  of  about  100  policeman   attached  to  the  Towns  ville  station  was  friendly  with  Aborigines  and  that  in  the  community  it  was  widely  considered  abnormal  to  be  on  good  terms  with  black  people.   She  said,  ""The  .  local  police  said,  'You're  a  goodlooking   chick  —  what  are  you  doing  with  all  these  boongs?'  ""   In  evidence  before  the  Senate  Standing  Committee  on  Social  Environment  Miss  Brock  said  police  resented  the  activity  of  the  legal  service   in  providing  Aborigines  with  representation,  especially   in  cases  of  grievances  against  the  police.   Another  officer,  Mr  C.  Illin,  told  the  committee  that  once  an  Aborigine  was  arrested,   ""If  the  police  want  to  use  a  bit  of  fisticuffs  they  do"".   *",110648284,https://api.trove.nla.gov.au/v3/newspaper/110648284,Aboriginal problem,Article,1975-07-21,3,3,"SYDNEY, Sunday.—A Townsville policeman had said the way to solve the Aboriginal problem was",https://nla.gov.au/nla.news-article110648284?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.72802734375,very relevant
"Aboriginal   jailed   ADELAIDE:  A  full-blood  Aboriginal  who  beat  his  wife  to  death  with  a  shovel  at  a  drunken  party  on  pension  night  was  sen  tenced  last  week  to  39  months'  jail  with  hard  labour.  :   In  the  Supreme  Court  Mr  Act  ing  Justice  White  told  Mr  Jimmy  Kiltie,  aged  about  38,  that  he  was  being  sentenced  for  a  bad  case  of  manslaughter.   A  white  man  without  Mr  Kiltie's.  outback  circumstances  would  have  been  sentenced  to  10  or  12  year's  jail.  The  judge  ordered  that,  his  remarks  be  read  to  Mr  Kiltie  in  his  own  language.   A  jury  had  acquitted  Mr  Kiltie,  an  initiated  Pitjantjatjara""of  hav  ing  murdered-his  tribal  wife  Ida  Edwards  at  a  reserve  near  Goober  Pedy  on  August  5,  but  convicted  him  of  manslaughter.",131852375,https://api.trove.nla.gov.au/v3/newspaper/131852375,Aboriginal jailed,Article,1978-05-10,6,6,ADELAIDE: A full-blood Aboriginal who beat his wife to death with a shovel at a drunken party on pension night was,https://nla.gov.au/nla.news-article131852375?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.72802734375,very relevant
